sub,task,fd_mean
4070323,rest,0.161771
4070323,faces,0.146511
4070437,rest,0.0737217
4070437,faces,0.085521
4070484,rest,0.118874
4070484,faces,0.155008
4070547,rest,0.100443
4070547,faces,0.11475
4070699,rest,0.143403
4070699,faces,0.165135
4070769,rest,0.0839197
4070769,faces,0.142375
4070797,rest,0.128574
4070797,faces,0.252114
4070860,rest,0.134646
4070860,faces,0.128414
4071252,rest,0.138628
4071252,faces,NA
4071350,rest,0.0897774
4071350,faces,0.0736721
4071543,rest,0.0784297
4071543,faces,NA
4071603,rest,0.205835
4071603,faces,NA
4071914,rest,0.229313
4071914,faces,0.245739
4071986,rest,0.108973
4071986,faces,0.170413
4072002,rest,0.119786
4072002,faces,0.119403
4072096,rest,NA
4072096,faces,NA
4072176,rest,0.167673
4072176,faces,0.18332
4072204,rest,0.120367
4072204,faces,0.160711
4072250,rest,0.103453
4072250,faces,0.10865
4072428,rest,0.0846518
4072428,faces,0.0925854
4072590,rest,0.0774713
4072590,faces,0.0841486
4072618,rest,0.136617
4072618,faces,0.181818
4072795,rest,0.118892
4072795,faces,0.136354
4072812,rest,NA
4072812,faces,NA
4072870,rest,0.103893
4072870,faces,0.141943
4072993,rest,0.149449
4072993,faces,0.140547
4073028,rest,0.135091
4073028,faces,0.127751
4073137,rest,0.166177
4073137,faces,0.194382
4073151,rest,0.104006
4073151,faces,0.152021
4073226,rest,0.179457
4073226,faces,0.273499
4073357,rest,0.143684
4073357,faces,0.178344
4073595,rest,NA
4073595,faces,NA
4073625,rest,0.0638504
4073625,faces,0.0864359
4073669,rest,0.0424419
4073669,faces,0.0478832
4073711,rest,0.21868
4073711,faces,0.226405
4073852,rest,0.156099
4073852,faces,0.180611
4074086,rest,0.119286
4074086,faces,0.152748
4074215,rest,NA
4074215,faces,NA
4074277,rest,0.0939311
4074277,faces,0.116283
4074528,rest,0.0737445
4074528,faces,NA
4074712,rest,0.182693
4074712,faces,0.215501
4074892,rest,NA
4074892,faces,NA
4074981,rest,0.111878
4074981,faces,0.193096
4075085,rest,0.0917861
4075085,faces,0.101882
4075094,rest,0.0832755
4075094,faces,0.0878892
4075145,rest,0.106808
4075145,faces,0.105984
4075240,rest,0.0810031
4075240,faces,0.108247
4075560,rest,0.0555193
4075560,faces,0.121929
4075615,rest,0.0657458
4075615,faces,NA
4075623,rest,0.0751764
4075623,faces,0.101475
4075696,rest,0.236819
4075696,faces,NA
4075850,rest,NA
4075850,faces,NA
4075917,rest,0.149503
4075917,faces,0.134234
4075952,rest,0.105492
4075952,faces,NA
4076020,rest,0.0645575
4076020,faces,0.144038
4076161,rest,0.111472
4076161,faces,0.132908
4076319,rest,0.111811
4076319,faces,0.144689
4076378,rest,0.133602
4076378,faces,0.113332
4076452,rest,0.0811318
4076452,faces,0.0867112
4076532,rest,NA
4076532,faces,NA
4076671,rest,0.119965
4076671,faces,0.223928
4076798,rest,0.0959438
4076798,faces,0.0940968
4077269,rest,0.161243
4077269,faces,0.148879
4077318,rest,0.15684
4077318,faces,0.153393
4077384,rest,0.0846315
4077384,faces,0.102296
4077414,rest,NA
4077414,faces,NA
4077439,rest,0.119486
4077439,faces,0.136551
4077471,rest,0.0832924
4077471,faces,0.101017
4077521,rest,0.123705
4077521,faces,NA
4077638,rest,0.114753
4077638,faces,0.102243
4077646,rest,0.146294
4077646,faces,0.158338
4077836,rest,0.110616
4077836,faces,NA
4078004,rest,0.0848468
4078004,faces,0.106904
4078376,rest,0.160969
4078376,faces,NA
4078563,rest,NA
4078563,faces,NA
4078621,rest,0.112591
4078621,faces,0.0977817
4078657,rest,0.0756144
4078657,faces,0.141149
4078668,rest,0.220685
4078668,faces,0.279936
4078788,rest,0.0982798
4078788,faces,0.134902
4078928,rest,0.0711425
4078928,faces,0.0886601
4079074,rest,0.0879111
4079074,faces,0.111989
4079339,rest,0.0554201
4079339,faces,0.13723
4079404,rest,0.0782048
4079404,faces,0.121719
4079450,rest,0.102832
4079450,faces,0.155504
4079559,rest,0.0827268
4079559,faces,0.186794
4079746,rest,0.0705396
4079746,faces,0.220419
4079920,rest,0.107076
4079920,faces,0.150635
4080028,rest,0.0751352
4080028,faces,0.118339
4080072,rest,NA
4080072,faces,NA
4080321,rest,0.131946
4080321,faces,0.148056
4080370,rest,0.113503
4080370,faces,0.139941
4080459,rest,0.131084
4080459,faces,0.108113
4080496,rest,0.0619525
4080496,faces,0.136641
4080540,rest,0.0539702
4080540,faces,0.0686888
4080553,rest,0.177059
4080553,faces,0.157935
4080613,rest,0.133593
4080613,faces,0.145257
4080625,rest,0.0961182
4080625,faces,0.122253
4080654,rest,0.186571
4080654,faces,NA
4080809,rest,0.130833
4080809,faces,0.121499
4080904,rest,0.0808851
4080904,faces,0.102813
4080950,rest,0.120975
4080950,faces,0.151535
4081058,rest,0.0710627
4081058,faces,0.11151
4081244,rest,0.151929
4081244,faces,0.162686
4081450,rest,0.150691
4081450,faces,0.212693
4081564,rest,0.102728
4081564,faces,0.127928
4081687,rest,0.277461
4081687,faces,0.323433
4081693,rest,NA
4081693,faces,NA
4081752,rest,0.102227
4081752,faces,0.101054
4081813,rest,0.378931
4081813,faces,NA
4082271,rest,0.167407
4082271,faces,0.186148
4082307,rest,0.0911335
4082307,faces,0.144391
4082335,rest,0.117408
4082335,faces,0.13366
4082469,rest,0.219743
4082469,faces,0.334594
4082526,rest,0.0909406
4082526,faces,0.111332
4082792,rest,0.0874742
4082792,faces,0.126837
4082938,rest,0.189681
4082938,faces,0.246716
4083013,rest,0.0560277
4083013,faces,0.087648
4083076,rest,0.136002
4083076,faces,0.177587
4083081,rest,0.127578
4083081,faces,0.135415
4083115,rest,0.0937967
4083115,faces,0.133382
4083224,rest,0.187652
4083224,faces,0.182715
4083412,rest,0.128202
4083412,faces,NA
4083551,rest,0.150541
4083551,faces,0.24074
4083603,rest,NA
4083603,faces,NA
4083622,rest,NA
4083622,faces,NA
4083690,rest,0.102589
4083690,faces,0.130817
4083755,rest,0.147863
4083755,faces,0.119273
4083793,rest,0.0986843
4083793,faces,0.100873
4083899,rest,NA
4083899,faces,NA
4083995,rest,NA
4083995,faces,NA
4084037,rest,0.150834
4084037,faces,0.139059
4084144,rest,0.0777115
4084144,faces,0.127531
4084199,rest,0.129811
4084199,faces,0.128683
4084342,rest,0.12079
4084342,faces,0.125139
4084424,rest,0.197272
4084424,faces,0.167716
4084513,rest,0.065029
4084513,faces,0.0693678
4084581,rest,0.20773
4084581,faces,NA
4084671,rest,NA
4084671,faces,NA
4084731,rest,0.170738
4084731,faces,NA
4084747,rest,0.131776
4084747,faces,0.139992
4084782,rest,0.104925
4084782,faces,0.119644
4084896,rest,0.107536
4084896,faces,0.0808986
4085050,rest,0.0942265
4085050,faces,0.129733
4085119,rest,0.0704457
4085119,faces,0.116622
4085178,rest,0.0823089
4085178,faces,0.0819443
4085266,rest,0.100384
4085266,faces,0.146182
4085348,rest,0.13029
4085348,faces,0.135785
4085489,rest,0.0712451
4085489,faces,0.085496
4085546,rest,0.109313
4085546,faces,0.17362
4085575,rest,0.0767443
4085575,faces,0.106118
4085839,rest,0.247691
4085839,faces,0.221663
4085910,rest,0.0761776
4085910,faces,0.0955589
4086113,rest,0.149971
4086113,faces,0.136563
4086132,rest,0.199906
4086132,faces,0.203422
4086391,rest,0.126577
4086391,faces,0.113125
4086567,rest,0.10032
4086567,faces,0.141142
4086643,rest,0.13453
4086643,faces,0.26104
4086651,rest,0.147174
4086651,faces,0.529933
4086806,rest,0.146719
4086806,faces,NA
4086942,rest,NA
4086942,faces,NA
4087108,rest,0.0978739
4087108,faces,0.146907
4087171,rest,NA
4087171,faces,NA
4087245,rest,0.0763742
4087245,faces,0.0800705
4087359,rest,0.131193
4087359,faces,0.135918
4087396,rest,0.0604712
4087396,faces,NA
4087479,rest,0.077779
4087479,faces,0.145976
4087699,rest,0.135268
4087699,faces,NA
4087725,rest,NA
4087725,faces,NA
4087797,rest,0.0807095
4087797,faces,NA
4087801,rest,NA
4087801,faces,NA
4087912,rest,0.147523
4087912,faces,0.198937
4087949,rest,0.0911468
4087949,faces,0.101701
4087970,rest,0.0875138
4087970,faces,0.0919883
4087985,rest,0.0838867
4087985,faces,0.133538
4088027,rest,0.1365
4088027,faces,NA
4088053,rest,0.118684
4088053,faces,0.141355
4088146,rest,0.0504747
4088146,faces,NA
4088345,rest,0.0893725
4088345,faces,NA
4088374,rest,0.0851527
4088374,faces,0.137465
4088478,rest,0.103632
4088478,faces,0.104446
4088528,rest,0.11528
4088528,faces,0.0999873
4088572,rest,0.188137
4088572,faces,0.255178
4088851,rest,0.135263
4088851,faces,NA
4088900,rest,0.102693
4088900,faces,0.130825
4089093,rest,0.0647027
4089093,faces,NA
4089200,rest,0.108827
4089200,faces,0.124525
4089512,rest,NA
4089512,faces,NA
4089624,rest,0.0773488
4089624,faces,0.103364
4089652,rest,0.0815303
4089652,faces,0.116408
4089675,rest,0.129047
4089675,faces,0.201587
4089735,rest,0.112384
4089735,faces,0.193142
4089783,rest,0.12003
4089783,faces,0.120447
4089874,rest,0.0958126
4089874,faces,0.118673
4089988,rest,0.0723527
4089988,faces,NA
4090054,rest,NA
4090054,faces,NA
4090252,rest,0.191458
4090252,faces,0.166622
4090331,rest,0.10584
4090331,faces,0.137875
4090485,rest,0.0758172
4090485,faces,0.0610272
4090505,rest,0.108253
4090505,faces,NA
4090861,rest,0.170414
4090861,faces,0.205927
4090939,rest,0.0772696
4090939,faces,0.0910294
4090986,rest,0.118406
4090986,faces,0.116371
4091026,rest,0.139393
4091026,faces,0.152682
4091343,rest,0.084323
4091343,faces,0.135661
4091384,rest,0.0671717
4091384,faces,0.0731117
4091414,rest,0.066395
4091414,faces,0.180668
4091585,rest,0.115058
4091585,faces,0.178872
4091594,rest,0.188891
4091594,faces,0.158996
4091617,rest,0.0532453
4091617,faces,0.0550231
4091675,rest,NA
4091675,faces,NA
4091756,rest,0.113342
4091756,faces,0.112226
4092119,rest,0.0679575
4092119,faces,0.0953163
4092369,rest,0.100467
4092369,faces,0.123391
4092403,rest,0.153331
4092403,faces,0.149889
4092436,rest,0.131845
4092436,faces,NA
4092546,rest,NA
4092546,faces,NA
4092552,rest,0.177524
4092552,faces,0.171937
4092633,rest,0.0811184
4092633,faces,0.0876358
4092840,rest,0.166545
4092840,faces,0.189562
4092972,rest,0.100716
4092972,faces,0.124842
4093112,rest,0.273249
4093112,faces,0.286757
4093121,rest,0.172212
4093121,faces,0.177688
4093149,rest,NA
4093149,faces,NA
4093299,rest,0.0961288
4093299,faces,0.100022
4093564,rest,0.0946547
4093564,faces,0.0985798
4093601,rest,0.192919
4093601,faces,0.217455
4093678,rest,NA
4093678,faces,NA
4093746,rest,0.0628109
4093746,faces,0.0796532
4093854,rest,0.131486
4093854,faces,0.200976
4093943,rest,0.0783746
4093943,faces,0.0970413
4094015,rest,NA
4094015,faces,NA
4094064,rest,0.114553
4094064,faces,0.13589
4094125,rest,NA
4094125,faces,NA
4094154,rest,0.144145
4094154,faces,0.225335
4094503,rest,0.104043
4094503,faces,NA
4094618,rest,0.211832
4094618,faces,0.157202
4094684,rest,0.0852949
4094684,faces,0.102413
4094753,rest,0.114364
4094753,faces,0.110349
4094926,rest,0.149837
4094926,faces,NA
4094934,rest,0.078826
4094934,faces,0.110865
4094993,rest,0.135957
4094993,faces,0.153317
4095027,rest,0.199592
4095027,faces,0.216446
4095303,rest,0.0689166
4095303,faces,0.069378
4095374,rest,0.0777906
4095374,faces,0.10954
4095487,rest,0.0639306
4095487,faces,0.0658333
4095507,rest,0.157001
4095507,faces,0.217941
4095544,rest,0.128348
4095544,faces,0.144426
4095556,rest,0.0719615
4095556,faces,0.120964
4095616,rest,0.083438
4095616,faces,NA
4095650,rest,0.098642
4095650,faces,0.105781
4095698,rest,0.108529
4095698,faces,0.125497
4095768,rest,0.0857181
4095768,faces,0.0884532
4095818,rest,0.130709
4095818,faces,0.144319
4095843,rest,0.11806
4095843,faces,0.147619
4096006,rest,0.103031
4096006,faces,0.114015
4096021,rest,0.124996
4096021,faces,0.142939
4096085,rest,0.109997
4096085,faces,0.122539
4096103,rest,0.0801138
4096103,faces,0.102638
4096167,rest,NA
4096167,faces,NA
4096214,rest,0.215032
4096214,faces,NA
4096356,rest,NA
4096356,faces,NA
4096593,rest,0.142611
4096593,faces,0.122242
4097010,rest,0.143009
4097010,faces,0.174885
4097056,rest,NA
4097056,faces,NA
4097179,rest,0.0671151
4097179,faces,0.0806272
4097219,rest,NA
4097219,faces,NA
4097321,rest,0.135161
4097321,faces,0.137252
4097385,rest,0.159276
4097385,faces,0.18568
4097527,rest,0.132942
4097527,faces,0.397159
4097595,rest,0.0774355
4097595,faces,0.117054
4097736,rest,0.0660402
4097736,faces,0.0809684
4097904,rest,0.121692
4097904,faces,0.154952
4097929,rest,0.0835489
4097929,faces,0.101076
4097982,rest,0.0835579
4097982,faces,0.108328
4098233,rest,NA
4098233,faces,NA
4098342,rest,0.0819267
4098342,faces,0.11409
4098378,rest,0.219149
4098378,faces,0.196419
4098581,rest,0.102772
4098581,faces,0.103725
4098782,rest,0.188887
4098782,faces,0.169101
4098798,rest,0.167625
4098798,faces,0.265297
4098896,rest,0.163369
4098896,faces,0.16573
4098958,rest,0.141364
4098958,faces,NA
4098989,rest,0.168989
4098989,faces,0.167484
4099140,rest,0.062369
4099140,faces,0.0964667
4099195,rest,0.153995
4099195,faces,0.137462
4099203,rest,0.144621
4099203,faces,0.213244
4099359,rest,0.0978545
4099359,faces,0.117283
4099405,rest,0.0468866
4099405,faces,0.173023
4099443,rest,0.0850794
4099443,faces,0.0994151
4099598,rest,0.197211
4099598,faces,0.17526
4099797,rest,0.09484
4099797,faces,0.287276
4099834,rest,0.0848781
4099834,faces,0.180563
4099906,rest,0.234366
4099906,faces,NA
4100226,rest,0.288937
4100226,faces,0.321464
4100287,rest,0.12743
4100287,faces,0.128916
4100402,rest,0.0839907
4100402,faces,0.113007
4100508,rest,0.174037
4100508,faces,0.186118
4100613,rest,0.118502
4100613,faces,NA
4100648,rest,0.0953277
4100648,faces,0.17852
4100654,rest,0.133425
4100654,faces,0.151946
4100669,rest,0.149263
4100669,faces,0.171515
4100767,rest,0.0620189
4100767,faces,0.0763005
4100880,rest,0.0982294
4100880,faces,0.176327
4100931,rest,0.191854
4100931,faces,0.162153
4101022,rest,0.151156
4101022,faces,0.148165
4101541,rest,0.113705
4101541,faces,NA
4101717,rest,0.0838037
4101717,faces,0.0784108
4101791,rest,0.142092
4101791,faces,0.161206
4101951,rest,0.0777426
4101951,faces,0.091128700000000007
4101992,rest,0.0684934
4101992,faces,0.0654105
4102033,rest,0.293715
4102033,faces,0.258444
4102122,rest,0.116263
4102122,faces,0.235147
4102190,rest,0.198277
4102190,faces,NA
4102372,rest,0.247213
4102372,faces,NA
4102413,rest,0.137719
4102413,faces,NA
4102425,rest,0.0755372
4102425,faces,0.0778973
4102602,rest,NA
4102602,faces,NA
4102664,rest,0.135352
4102664,faces,0.214979
4102718,rest,0.0865741
4102718,faces,0.0905123
4102720,rest,0.094357
4102720,faces,0.144536
4102737,rest,0.11127
4102737,faces,0.102262
4102751,rest,0.137548
4102751,faces,0.375056
4102980,rest,0.0531067
4102980,faces,0.0885698
4103224,rest,0.126988
4103224,faces,0.167135
4103252,rest,0.0589439
4103252,faces,0.075592
4103280,rest,0.134879
4103280,faces,0.321448
4103331,rest,0.0814185
4103331,faces,0.0706704
4103470,rest,0.102347
4103470,faces,NA
4103520,rest,NA
4103520,faces,NA
4103861,rest,0.142407
4103861,faces,NA
4103971,rest,0.10107
4103971,faces,NA
4104043,rest,0.121719
4104043,faces,0.134381
4104079,rest,NA
4104079,faces,NA
4104092,rest,0.0832786
4104092,faces,0.0778047
4104107,rest,0.0581005
4104107,faces,0.0872727
4104206,rest,0.172001
4104206,faces,0.207236
4104257,rest,NA
4104257,faces,NA
4104731,rest,0.171045
4104731,faces,0.142426
4104958,rest,0.106801
4104958,faces,0.112305
4105178,rest,0.0716692
4105178,faces,0.0925442
4105243,rest,0.0901671
4105243,faces,0.111733
4105458,rest,NA
4105458,faces,NA
4105552,rest,0.239024
4105552,faces,0.233697
4105575,rest,0.174071
4105575,faces,0.176056
4105796,rest,0.0823611
4105796,faces,NA
4106298,rest,0.102502
4106298,faces,0.110941
4106363,rest,0.0652418
4106363,faces,0.0580119
4106391,rest,0.103991
4106391,faces,0.137651
4106456,rest,0.0898859
4106456,faces,0.0853468
4106522,rest,0.104664
4106522,faces,0.136087
4106684,rest,0.112416
4106684,faces,0.151628
4106806,rest,0.109155
4106806,faces,0.142292
4106870,rest,0.153276
4106870,faces,0.166514
4106978,rest,0.253141
4106978,faces,0.318007
4107075,rest,0.157315
4107075,faces,0.173448
4107203,rest,0.0775339
4107203,faces,0.139908
4107245,rest,0.111619
4107245,faces,0.155563
4107290,rest,0.0724083
4107290,faces,0.113703
4107315,rest,0.0932428
4107315,faces,0.100604
4107418,rest,0.121918
4107418,faces,0.116731
4107484,rest,0.125072
4107484,faces,0.144742
4107550,rest,0.0696943
4107550,faces,0.079661
4107607,rest,0.117797
4107607,faces,0.135854
4107725,rest,0.0601137
4107725,faces,0.0795888
4107776,rest,0.0952466
4107776,faces,0.102306
4107842,rest,0.0665255
4107842,faces,0.0466365
4108039,rest,0.111925
4108039,faces,0.0670773
4108138,rest,0.0740385
4108138,faces,0.132938
4108223,rest,0.0890833
4108223,faces,NA
4108311,rest,0.0857414
4108311,faces,0.0937168
4108336,rest,0.0562794
4108336,faces,0.0916394
4108535,rest,0.0521825
4108535,faces,NA
4108583,rest,0.14295
4108583,faces,0.17334
4109001,rest,0.0795512
4109001,faces,0.0890104
4109034,rest,NA
4109034,faces,NA
4109248,rest,0.0660475
4109248,faces,0.12596
4109337,rest,0.140875
4109337,faces,0.167887
4109414,rest,NA
4109414,faces,NA
4109439,rest,0.0893507
4109439,faces,0.135059
4109663,rest,0.0607566
4109663,faces,0.085209
4109710,rest,0.159004
4109710,faces,0.150547
4109772,rest,0.0600062
4109772,faces,0.0706866
4109803,rest,NA
4109803,faces,NA
4109889,rest,0.131802
4109889,faces,0.163764
4110186,rest,0.120773
4110186,faces,NA
4110258,rest,NA
4110258,faces,NA
4110607,rest,0.0898897
4110607,faces,0.141063
4110683,rest,NA
4110683,faces,NA
4110713,rest,0.138106
4110713,faces,0.128103
4111013,rest,0.139135
4111013,faces,NA
4111494,rest,0.147856
4111494,faces,0.141112
4111505,rest,0.13873
4111505,faces,NA
4111611,rest,0.0786521
4111611,faces,0.108228
4111622,rest,0.0842164
4111622,faces,0.138841
4111734,rest,0.117474
4111734,faces,0.129583
4111861,rest,0.142628
4111861,faces,NA
4111914,rest,0.199205
4111914,faces,0.206363
4111986,rest,0.050967
4111986,faces,0.0782484
4112002,rest,0.0648873
4112002,faces,0.109423
4112015,rest,0.0871711
4112015,faces,0.0904029
4112023,rest,0.0781188
4112023,faces,0.0812709
4112077,rest,NA
4112077,faces,NA
4112096,rest,0.218312
4112096,faces,0.194969
4112125,rest,0.111028
4112125,faces,0.158604
4112176,rest,0.38267
4112176,faces,NA
4112298,rest,0.109941
4112298,faces,0.183919
4112407,rest,0.106458
4112407,faces,0.106998
4112503,rest,0.0817279
4112503,faces,0.0719503
4112536,rest,0.110805
4112536,faces,0.10751
4112708,rest,0.107969
4112708,faces,NA
4112714,rest,0.0779871
4112714,faces,0.139918
4112821,rest,0.0785422
4112821,faces,NA
4113099,rest,NA
4113099,faces,NA
4113137,rest,0.0744761
4113137,faces,0.0918687
4113151,rest,0.143337
4113151,faces,0.213494
4113179,rest,0.0731192
4113179,faces,0.0729465
4113312,rest,0.155862
4113312,faces,0.122807
4113430,rest,0.153928
4113430,faces,0.129121
4113488,rest,0.227536
4113488,faces,0.233426
4113496,rest,0.100243
4113496,faces,NA
4113595,rest,NA
4113595,faces,NA
4113736,rest,0.089992
4113736,faces,0.108614
4113931,rest,0.0935936
4113931,faces,0.0879019
4113947,rest,0.0905109
4113947,faces,0.0932434
4114027,rest,0.0743783
4114027,faces,0.0930146
4114117,rest,0.103211
4114117,faces,0.162322
4114277,rest,0.103066
4114277,faces,0.120934
4114401,rest,0.0981058
4114401,faces,NA
4114419,rest,NA
4114419,faces,NA
4114478,rest,0.105507
4114478,faces,0.102085
4114507,rest,0.115347
4114507,faces,0.0971807
4114510,rest,0.105933
4114510,faces,0.110288
4114544,rest,0.0680359
4114544,faces,0.0752962
4114650,rest,0.147033
4114650,faces,0.171277
4114749,rest,0.247818
4114749,faces,0.185232
4114981,rest,0.1097
4114981,faces,0.126819
4115006,rest,0.0614015
4115006,faces,0.0744043
4115021,rest,0.0682345
4115021,faces,0.0753882
4115111,rest,0.115374
4115111,faces,0.186004
4115214,rest,0.132612
4115214,faces,0.144013
4115587,rest,0.0809918
4115587,faces,0.115847
4115615,rest,0.155309
4115615,faces,0.194725
4115816,rest,0.30385
4115816,faces,0.259356
4115873,rest,0.12255
4115873,faces,0.147273
4115924,rest,0.0727114
4115924,faces,0.154599
4116144,rest,NA
4116144,faces,NA
4116268,rest,0.0891188
4116268,faces,0.106197
4116285,rest,0.0848756
4116285,faces,0.082375
4116446,rest,0.199102
4116446,faces,NA
4116463,rest,0.11136
4116463,faces,0.130405
